id,nombre,semestre,promedio,ingresos,opinion_campus,trabaja,distancia_universidad,edad,tipo_vivienda,horas_estudio,desertor
IDROC4291,Eva José María Villarreal Muñiz,8,81,8300.0,7,False,8.0,17,Alquiler,22,0
IDYQC3193,Helena Felipe Méndez,4,67,30500.0,10,False,1.0,17,Alquiler,21,0
IDTVE5590,René Candelaria,7,86,8300.0,4,False,1.0,26,Propia,26,1
IDZPW5118,Eugenio Villa Cervantes,10,98,44944.0,9,False,,17,Alquiler,13,0
IDWEG7858,Dalia Bernabé González Garibay,3,78,,6,False,7.0,22,Alquiler,14,0
IDLNC0663,Julio César Briseño,6,84,23523.0,10,True,8.0,17,Alquiler,21,1
IDEJE0516,Raúl Contreras,10,97,11922.0,9,False,7.0,17,Alquiler,17,0
IDWIG1405,María Luisa Juana Villaseñor de Jesús,10,80,8300.0,10,False,1.0,28,Alquiler,12,1
IDEGK0646,Virginia Noelia Escamilla Figueroa,9,83,30636.0,8,False,8.0,19,Propia,30,0
IDDTD8222,Sr(a). Uriel Hinojosa,1,83,21471.0,1,False,1.0,20,Alquiler,4,1
IDJYN8444,Estela Angélica Cepeda,5,78,8300.0,5,True,1.0,26,Alquiler,9,0
IDIPZ4756,Beatriz Vicente Perea,4,61,29885.0,10,False,1.0,24,Alquiler,15,0
IDDHY5221,Alta  Gracia Alfaro Hernádez,8,73,12757.0,2,True,,17,Propia,15,0
IDFNX4491,Marco Antonio Zeferino Olivera Chacón,1,91,23071.0,6,True,1.0,29,Alquiler,18,0
IDQMS0160,Dr. Esperanza Serrato,9,91,36879.0,8,False,1.0,17,Alquiler,27,0
IDVVN3761,Marcos Gracia,6,87,20424.0,6,False,4.0,17,Propia,6,0
IDPYM1132,Timoteo Arriaga,4,98,22490.0,8,False,8.0,17,Alquiler,2,0
IDRHM6063,Luis Manuel Cardona Chávez,9,99,17846.0,5,False,1.0,23,Alquiler,9,0
IDJHT1621,Natividad Brito Saavedra,5,99,27477.0,7,False,1.0,26,Propia,5,0
IDPTB1869,Salma Pantoja Otero,5,72,,9,False,2.0,19,Propia,25,0
IDNYC1710,Ruby Barajas Becerra,5,71,21266.0,5,True,1.0,17,Propia,12,1
IDCAE9904,Catalina Wendolin Lomeli Roybal,1,67,11980.0,9,False,,17,Alquiler,29,0
IDMRM6689,Ángel Delgado Loya,1,74,10888.0,3,False,1.0,19,Alquiler,26,0
IDXDA0444,Federico Alonzo,8,85,20174.0,7,False,,22,Alquiler,5,0
IDQAR9367,Héctor Vanegas Becerra,8,71,10023.0,7,False,2.0,19,Alquiler,12,1
IDZBM7667,Ariadna Sofía Cadena,6,86,,8,False,1.0,21,Alquiler,25,0
IDMRT3341,José Luis Cornelio Rosas,4,77,37410.0,6,False,5.0,17,Propia,15,0
IDKCV0117,Anel Raya Elizondo,2,95,8470.0,4,False,4.0,19,Alquiler,2,1
IDMIM5739,Ing. Cristina Mata,2,86,21852.0,10,False,,19,Propia,11,0
IDMZY6157,Enrique Eduardo García,9,68,36847.0,6,False,2.0,22,Alquiler,23,0
IDAJG1103,Sr(a). Natalia Garrido,5,98,8300.0,9,False,1.0,17,Propia,24,0
IDSTF8747,Dr. Wendolin Quintana,4,60,,10,False,1.0,20,Propia,19,0
IDXSS3708,Dr. Francisco Valencia,10,66,21417.0,10,False,1.0,23,Alquiler,17,0
IDYDW6683,Carlota Calvillo Trejo,1,85,31082.0,8,False,3.0,20,Propia,18,0
IDLSM6926,Mtro. Fabiola Barreto,7,66,14016.0,7,False,2.0,23,Alquiler,10,0
IDPQI9488,Bernardo Aurelio Collazo Corral,3,66,8300.0,6,False,1.0,17,Alquiler,5,1
IDHXF5126,Héctor Georgina Durán Carmona,6,67,29409.0,10,False,1.0,18,Propia,30,0
IDAYG2318,Ramiro Muñoz,5,75,8300.0,4,False,4.0,18,Propia,25,0
IDUJL4094,Carlos Iván Barrios Lerma,5,62,8300.0,2,False,6.0,17,Alquiler,21,1
IDVHO3069,Ana Sanabria,5,69,13432.0,10,False,,17,Alquiler,17,0
IDXCO7449,Serafín César Esquivel,1,66,19446.0,10,False,1.0,21,Alquiler,28,0
IDSWU3789,Ing. Alejandra Coronado,1,80,,4,False,5.0,21,Alquiler,1,1
IDNCG2375,Estela Wilfrido Delgadillo Cortez,3,96,39797.0,9,False,9.0,22,Propia,13,0
IDNLX2149,Estela Miramontes Lemus,10,90,21448.0,10,True,6.0,24,Alquiler,2,0
IDCVN0915,Lic. Pamela Sierra,4,82,,6,False,1.0,24,Propia,17,1
IDPNA9249,Guillermo Molina,5,86,,5,False,3.0,17,Alquiler,15,0
IDFNE9993,Lic. Barbara Marín,2,81,,10,False,6.0,26,Alquiler,8,0
IDFFY8544,Violeta Israel Domínguez Solorzano,8,98,23903.0,7,False,,20,Alquiler,2,0
IDHPE8648,Rufino Yeni Galarza Oquendo,2,86,20203.0,6,True,5.0,22,Propia,28,0
IDARO7842,Sr(a). María Eugenia Ontiveros,9,63,17652.0,4,False,9.0,18,Propia,27,1
IDTHJ3288,Abril Carrasco Crespo,2,83,,10,False,,24,Propia,8,0
IDOLA1032,Lic. Cristal Nazario,9,82,24023.0,5,False,11.0,17,Alquiler,27,1
IDESK7152,Teresa Conchita Paz,7,78,8300.0,10,False,1.0,24,Alquiler,5,0
IDQWB4217,Lic. Flavio Mascareñas,8,62,25568.0,10,True,2.0,17,Propia,17,0
IDMXF0384,Caridad José María Meraz,2,86,14889.0,6,False,1.0,24,Alquiler,4,1
IDSBK4854,Gerardo Cano,7,62,40631.0,8,False,9.0,26,Propia,12,0
IDLLU2910,Dr. Pablo Tejada,6,87,22646.0,6,False,4.0,23,Propia,18,0
IDPZC7886,Rosa Barrera Collado,4,76,16744.0,10,False,8.0,21,Alquiler,6,0
IDVDV8138,María José Valladares Jaramillo,7,90,8300.0,10,False,10.0,21,Propia,5,0
IDMWF0987,Elisa Jaimes Bétancourt,4,69,12191.0,10,False,,17,Alquiler,28,1
IDTKX8733,Ramón Rosas,2,81,23869.0,10,False,1.0,22,Alquiler,25,0
IDLRC7397,Rodrigo Claudia Rivero,10,89,,9,False,1.0,17,Propia,28,0
IDQCK0083,Miguel Carmen Barrera,7,80,16300.0,10,False,1.0,20,Alquiler,19,0
IDVZA1540,Violeta Julio Miranda,8,95,25801.0,9,False,3.0,28,Propia,5,0
IDWVX8672,Abigail Aurora Granados Zamora,2,82,,7,False,,17,Propia,10,0
IDKED8974,Mtro. María Luisa Zelaya,5,97,,10,False,1.0,25,Propia,23,0
IDKQN8299,Benito Gerardo Aranda,1,71,20446.0,10,False,8.0,17,Alquiler,25,1
IDQWD1834,Sr(a). Georgina Briones,7,84,25453.0,4,False,8.0,17,Propia,19,0
IDOUS5323,Teodoro Nevárez,8,79,28907.0,3,True,1.0,22,Alquiler,4,1
IDQBI8647,Dr. Pablo Alva,6,66,8300.0,7,True,,27,Propia,13,0
IDQQZ9503,Angélica Luevano,5,88,,9,False,12.0,22,Alquiler,13,0
IDAGE2527,Aldonza Collazo,6,88,24475.0,1,True,1.0,19,Propia,17,0
IDAJW1053,Lilia Berta Partida,2,72,,10,True,1.0,23,Propia,18,0
IDRUU5473,Modesto Tejada Olivares,1,62,30547.0,9,True,,17,Alquiler,19,1
IDKMF7716,Ricardo Franco,7,61,,6,True,5.0,23,Propia,30,0
IDCGE6840,Gabriela Mariano Figueroa,7,75,22633.0,10,False,3.0,23,Propia,26,0
IDCPA5205,Octavio Mondragón,10,89,8300.0,9,False,1.0,17,Alquiler,23,0
IDEDK8940,Dr. Enrique Rendón,10,97,33865.0,6,True,6.0,26,Alquiler,23,0
IDBNM4209,Ing. Raúl Cedillo,2,65,,10,False,3.0,21,Propia,17,0
IDDGF7282,Ing. Rosa Bétancourt,2,66,21942.0,9,False,13.0,23,Propia,25,0
IDAIX0336,Estefanía Romo,1,64,22679.0,10,True,10.0,21,Alquiler,3,1
IDEUP6557,Teresa Julia Almaraz,10,66,21981.0,1,False,1.0,23,Propia,13,0
IDDCF8597,Rosario Miramontes,8,93,21984.0,8,False,8.0,17,Alquiler,13,0
IDVNQ4007,Hugo Eugenio Valdés,8,91,8300.0,9,False,3.0,17,Alquiler,3,0
IDDEF4280,Yolanda Vera,1,72,16355.0,1,False,,18,Propia,2,1
IDVAV3007,Esparta Rubio,8,89,12185.0,2,True,1.0,20,Alquiler,15,0
IDHFD4509,Abel Garza Urías,9,84,22597.0,4,False,,21,Alquiler,3,1
IDFMA1310,Amanda Negrete,4,80,,5,False,1.0,22,Propia,22,0
IDHIB7355,Carolina Naranjo Hernádez,1,80,,8,True,1.0,26,Propia,16,0
IDQUY1130,Helena Guardado Véliz,1,87,18247.0,10,False,8.0,26,Propia,29,0
IDOEU5885,Sergio Lucio Hidalgo,3,79,23064.0,10,False,,17,Propia,10,1
IDVZS9602,Lilia Archuleta,5,93,8300.0,5,False,7.0,29,Alquiler,20,0
IDEXO7594,Esperanza Leal Miramontes,5,64,8300.0,10,False,1.0,17,Alquiler,2,0
IDTDC5963,Leticia Sofía Almanza,9,77,9241.0,9,False,4.0,24,Alquiler,15,0
IDCOM3949,Marisol Raquel Burgos,10,98,22033.0,4,False,10.0,17,Propia,8,0
IDQVG2190,Alejandra Ofelia Leyva,2,70,32310.0,8,False,7.0,17,Alquiler,13,0
IDVYA7969,Sandra Garay,2,76,14221.0,4,False,,26,Propia,1,1
IDMZP1208,Gabino María del Carmen Caldera,6,81,23168.0,5,True,2.0,21,Alquiler,26,0
IDLOF9057,Dr. Víctor Becerra,9,96,14067.0,1,True,,19,Propia,24,1
IDJLY7935,Nicolás Zedillo Saucedo,1,79,9940.0,9,False,,21,Propia,2,0
IDMHY5765,Ana María Abraham Páez Cantú,9,65,21624.0,9,False,1.0,20,Alquiler,9,1
IDMWF9808,Blanca Franco,9,93,24021.0,10,False,8.0,28,Propia,29,0
IDCQX6324,Dr. Noelia Rael,9,73,19557.0,8,False,9.0,25,Alquiler,20,0
IDHLQ9558,Esther Gastélum,5,82,16025.0,10,False,1.0,30,Alquiler,20,0
IDHGF8605,Lic. María Teresa Gastélum,9,79,,7,False,,19,Alquiler,23,0
IDCEI9792,Rolando Grijalva Briseño,4,72,,6,False,13.0,21,Alquiler,19,0
IDOTH3977,Cecilia Modesto Borrego,2,100,8300.0,2,False,10.0,18,Propia,12,1
IDDSI7752,Rosalia Raquel Laureano Ríos,6,91,19133.0,10,False,4.0,27,Alquiler,12,0
IDQBY5196,José María Dávila,4,85,28925.0,10,False,8.0,21,Alquiler,10,0
IDWMK1021,Maximiliano Almanza Montaño,6,73,8300.0,6,False,1.0,20,Alquiler,19,0
IDCUX7357,Rufino Torres,3,95,11594.0,9,True,2.0,17,Propia,20,0
IDMRT9470,Carla Robledo,6,67,,8,True,2.0,21,Alquiler,10,1
IDSST2661,Sr(a). Itzel Garica,2,99,22683.0,8,False,,19,Propia,19,0
IDUKW6764,Pilar Fonseca,2,81,12268.0,10,False,1.0,17,Alquiler,26,0
IDACH1764,Enrique Octavio Salazar,9,81,,3,False,6.0,19,Alquiler,24,0
IDOAQ3307,Ángela Leticia Jaimes,7,75,11937.0,5,False,,17,Alquiler,9,0
IDBLW2617,Pamela Aguirre,3,86,17215.0,4,False,1.0,17,Alquiler,29,0
IDTYI6295,Hugo Cavazos,1,69,8300.0,7,True,1.0,17,Alquiler,29,0
IDIWN3910,Francisco Rafaél Estrada,8,84,23957.0,8,False,6.0,18,Propia,5,0
IDCIA7791,Aurelio Rufino Rosado Rolón,6,90,26904.0,10,False,,17,Propia,28,1
IDKTE4680,Patricia Pacheco Olivera,7,80,42848.0,6,False,6.0,17,Alquiler,29,1
IDPWJ1116,Alejandro Ferrer Vanegas,9,86,22076.0,9,False,1.0,19,Alquiler,29,0
IDZDP0716,Anel Sisneros,5,76,,9,False,,17,Alquiler,3,0
IDOEZ6823,Alonso Serna Montoya,1,92,26396.0,10,False,,17,Propia,23,0
IDLDE7344,Eva Samaniego,10,90,,10,False,1.0,28,Alquiler,19,0
IDXRS1311,Susana Eugenia Lovato Orozco,7,85,8300.0,10,False,,19,Propia,22,0
IDALU5387,Mariano Jerónimo Marín,5,80,,7,True,2.0,24,Alquiler,27,0
IDRUG5714,Agustín Ana Luisa de la O Muro,3,95,13210.0,9,False,2.0,25,Alquiler,4,0
IDETP6793,Sonia Ignacio Flores,9,60,14836.0,5,False,5.0,24,Alquiler,23,1
IDRHD6852,Reina Angélica Rincón,1,63,39465.0,10,True,7.0,30,Propia,14,0
IDUDR5328,Alma Mateo Montes Galván,1,63,15598.0,1,False,1.0,20,Alquiler,6,1
IDCVT5294,Lucía Reina Rosario Morales,1,85,15905.0,6,False,,17,Propia,13,0
IDJAA1383,Norma Castañeda Sepúlveda,3,63,21187.0,10,False,1.0,17,Alquiler,28,0
IDOBG7696,Silvano José Carlos Arredondo,6,68,,5,False,1.0,25,Propia,7,0
IDTIY0939,Abigail Isabel Manzanares Duarte,10,89,29847.0,7,False,,18,Propia,12,0
IDAIB2500,Alta  Gracia Alvaro Mata Bermúdez,3,63,24746.0,10,False,1.0,20,Alquiler,28,0
IDSCV7347,Indira Franco,8,64,26473.0,10,False,6.0,22,Propia,20,0
IDOTM8781,Caridad José María Alonso,10,82,21489.0,10,False,15.0,18,Alquiler,28,0
IDARJ0341,Pilar Martha Jimínez Marroquín,2,75,,10,False,1.0,20,Alquiler,28,0
IDJCM8056,Marcela Escalante Camarillo,9,81,21119.0,9,True,1.0,27,Alquiler,14,0
IDRPJ1818,Ignacio Guerra Nevárez,3,96,21259.0,10,True,1.0,30,Alquiler,13,0
IDYDX7417,Blanca Augusto Altamirano,5,67,,10,False,1.0,21,Propia,11,0
IDDLE1699,Sr(a). Juan Rangel,10,92,19016.0,9,True,1.0,20,Alquiler,6,0
IDOXF1254,Bernabé María del Carmen Quiñones Alcaraz,8,97,30497.0,8,False,,17,Propia,26,0
IDWYH3903,Mtro. Carlota Vásquez,2,75,15605.0,10,True,,17,Alquiler,7,0
IDXYN5330,Zacarías Barrera Gaitán,6,64,,6,True,1.0,20,Propia,10,0
IDZOA5256,Rosalia Quesada,5,75,23806.0,10,False,1.0,17,Alquiler,24,0
IDDTK1146,César Madera,10,66,12877.0,5,False,1.0,20,Propia,26,0
IDYUG3638,Carla Enrique Cortez,9,60,20804.0,10,False,8.0,18,Alquiler,15,0
IDLPU2530,Juan Salgado Moya,5,68,20002.0,10,False,,34,Alquiler,9,0
IDGVZ4800,Paulina de la Rosa,2,77,26148.0,10,True,8.0,19,Alquiler,3,0
IDVQV2557,Lic. Rosario Rodrígez,5,62,,10,False,1.0,23,Propia,5,0
IDEZI3129,Mtro. Paola Bustos,4,83,8300.0,4,True,9.0,17,Alquiler,28,1
IDVUU3082,Sr(a). Karla Díaz,7,87,24392.0,10,False,,17,Alquiler,10,1
IDALO5005,Jonás Abelardo Miramontes,6,69,,7,False,7.0,22,Propia,15,0
IDCGL5218,Marisol Margarita Nieves,2,68,40800.0,6,True,1.0,23,Propia,3,1
IDRQF7682,Maximiliano Genaro Galindo Collado,5,72,21839.0,8,False,1.0,21,Alquiler,21,0
IDQED6484,María Luisa Arias Villegas,7,94,35341.0,10,False,1.0,17,Propia,18,0
IDERD3254,Caridad Muñiz Montez,7,82,22702.0,10,False,14.0,27,Propia,3,1
IDEZG1037,Luis Miguel Almanza,5,76,33803.0,1,True,4.0,26,Alquiler,7,0
IDRPR5123,Mtro. Marisol Ybarra,9,66,25583.0,10,False,4.0,25,Propia,30,0
IDTPE3361,Ing. Rolando Durán,4,75,18824.0,6,False,1.0,27,Propia,24,0
IDBIT1132,Lorenzo Magdalena Viera Valdivia,3,99,,3,True,4.0,19,Propia,21,0
IDMEV1598,Andrés Antonia Noriega Velázquez,4,95,8426.0,10,True,,22,Alquiler,14,0
IDELR9787,Uriel José Manuél Mondragón,5,79,,2,False,4.0,25,Propia,16,0
IDLSK8462,Alicia Ceballos,6,83,21028.0,10,False,4.0,17,Alquiler,19,0
IDXMU4302,Lic. Guillermo Girón,3,64,19516.0,5,False,,20,Alquiler,4,0
IDBYY5938,Fernando Yeni Vergara,2,65,18557.0,7,False,2.0,26,Propia,3,1
IDNEN9216,Esmeralda Velasco,4,87,23299.0,10,False,6.0,27,Alquiler,3,0
IDMCQ7868,Celia Nadia Leiva,5,64,,2,False,5.0,19,Alquiler,9,1
IDKTP2090,Concepción Ruiz,4,98,41014.0,6,False,1.0,17,Alquiler,4,0
IDMOS7234,Elsa Montaño,3,97,24998.0,8,False,,23,Alquiler,22,0
IDQIO7238,Dr. Eugenio Lomeli,8,61,27459.0,10,False,1.0,17,Propia,19,0
IDRTW7175,Jacinto Navarro Gracia,10,98,20712.0,7,False,3.0,17,Alquiler,24,0
IDQBR8309,Conchita Estefanía Puga Granado,4,80,9402.0,8,False,,18,Alquiler,28,0
IDLAU3647,José Manuél Noemí Pedraza Gallegos,2,99,,8,False,5.0,31,Alquiler,11,0
IDGOA1562,Mtro. Judith Velázquez,2,96,36653.0,8,False,4.0,17,Propia,15,0
IDTZO9398,Marisol Quiñones Saldaña,1,77,,10,True,,19,Propia,4,1
IDKYD0034,Hugo Rosa Cantú Carranza,4,71,,7,True,1.0,19,Alquiler,29,1
IDRYL9260,Amador Eva Negrón,10,76,34898.0,10,False,2.0,25,Alquiler,8,0
IDFGZ6050,Sr(a). José Luis Olmos,9,96,21287.0,9,False,,17,Propia,2,1
IDULN6710,Martha Romero,7,97,23572.0,9,False,2.0,21,Propia,25,1
IDCKG7424,Andrés Verónica Arroyo Patiño,10,74,23285.0,10,False,1.0,23,Propia,18,0
IDZAX9048,Micaela Virginia Preciado Urrutia,7,66,19178.0,5,False,,23,Alquiler,3,0
IDRUC0003,Jacinto Tejeda Olivo,7,73,19337.0,7,False,1.0,25,Propia,3,0
IDQJS8745,Ing. Alma Amador,8,60,30587.0,6,False,,17,Propia,21,0
IDTYV6090,Leonel Navarro,1,97,21299.0,10,False,,18,Alquiler,19,1
IDOAC9645,Cristina Marín Piña,10,62,27891.0,7,False,,23,Alquiler,30,0
IDFDO1159,María Itzel Corona de la O,10,96,23017.0,10,True,7.0,23,Propia,12,0
IDPFN3887,Renato Angélica Gamez Dueñas,8,90,23009.0,8,False,10.0,23,Alquiler,24,0
IDENN8116,Elvia Galván,4,72,,10,False,1.0,25,Alquiler,14,0
IDBLJ2089,Ramiro Ricardo Saldivar Riojas,4,77,17656.0,10,True,5.0,17,Alquiler,26,0
IDHTU3087,Ing. Óliver Munguía,4,76,27041.0,9,False,1.0,17,Propia,23,0
IDKDN6814,Claudio Rocío Rivero Rodarte,6,76,14091.0,4,True,,17,Alquiler,27,0
IDPBG9794,Mtro. Irene Dávila,7,70,,7,False,2.0,26,Alquiler,13,0
IDBYM0908,Rosalia Gollum Arredondo,6,79,,5,False,,17,Alquiler,16,1
IDCRD1231,Claudia Georgina Sarabia,1,69,21525.0,7,True,,23,Alquiler,17,1
IDQGC5047,Micaela Ulloa,8,88,9667.0,10,False,5.0,17,Alquiler,22,0
IDRZW2694,Sr(a). Andrea Cazares,10,93,23980.0,10,False,,21,Alquiler,18,0
IDLUY6670,Julia Samuel de la Fuente Angulo,7,76,32935.0,1,False,4.0,17,Alquiler,13,0
IDMJY3360,Mtro. Mitzy Marín,6,72,,10,False,1.0,17,Alquiler,29,1
IDHMT7097,Felipe Cano,6,98,8888.0,10,False,,18,Alquiler,24,0
IDNPZ6856,Carmen Reina Montaño,5,86,22087.0,10,False,1.0,20,Propia,26,0
IDUDT2425,Ing. Amanda Roldán,6,85,8300.0,5,False,1.0,23,Alquiler,13,1
IDPWB2418,Patricio Barela Lovato,9,87,12816.0,10,True,1.0,33,Alquiler,8,0
IDZIF2588,Violeta Calvillo,10,72,19494.0,6,False,6.0,20,Alquiler,7,1
IDNFU4803,Antonio Abigail Anguiano,9,71,25841.0,3,True,3.0,17,Alquiler,8,0
IDBAR8672,Yeni Berta Quezada Chávez,10,87,24548.0,10,False,,26,Alquiler,17,0
IDAPY7737,José María Elizondo,8,61,8784.0,10,True,1.0,17,Alquiler,24,0
IDILL1865,Leonardo Dávila Candelaria,10,96,,2,False,7.0,17,Propia,1,1
IDKEZ1884,Zoé Diego Castillo,9,93,18639.0,7,False,6.0,19,Alquiler,3,0
IDVDP0833,Guillermina Velásquez Ocampo,10,82,8300.0,10,True,8.0,27,Alquiler,4,0
IDSBR1491,Serafín Iván Ruelas,8,88,17426.0,7,False,,26,Propia,19,0
IDQEV1057,Javier Guadalupe Aguilar,8,94,,10,False,7.0,17,Propia,28,0
IDGNT8643,Ing. Ángela Granado,1,70,8300.0,4,True,,21,Propia,2,1
IDKAN0897,Rafaél Ortiz,10,92,18162.0,10,False,1.0,25,Alquiler,29,0
IDCFE2063,Óscar Adame Niño,5,70,,10,False,2.0,19,Alquiler,11,0
IDPVA8336,Marisol Barrera,4,68,12175.0,10,False,11.0,17,Alquiler,29,0
IDJPS2395,Abel Rolón Nevárez,2,73,9467.0,10,True,,19,Alquiler,11,0
IDMSZ6762,Andrea Gálvez,8,68,27338.0,5,False,,21,Alquiler,19,0
IDYBM6632,Sr(a). Reina Escamilla,3,98,21650.0,5,False,10.0,17,Alquiler,25,0
IDMGZ5832,Fernando Bianca Saldaña,4,62,12527.0,1,True,1.0,20,Propia,28,1
IDEGR6517,Marcos Santiago Vargas Menchaca,7,88,,10,False,,20,Alquiler,2,0
IDIIS8583,Diego Estela Bermúdez Narváez,10,78,8300.0,10,False,,25,Alquiler,5,0
IDMPN9668,Ing. Marcos Montero,9,95,14863.0,9,True,5.0,20,Propia,19,1
IDWMG1706,Rocío Reynaldo Irizarry Tovar,2,91,30777.0,10,False,,31,Alquiler,29,0
IDVUG6181,Sara Itzel Lebrón,3,66,,10,True,2.0,17,Propia,9,0
IDINZ7098,Silvia Duarte Aponte,4,87,,9,False,1.0,28,Propia,7,0
IDZGJ8975,Silvia Estefanía Nieto Casárez,10,77,17118.0,10,False,4.0,19,Propia,26,0
IDZSM8321,Mtro. Carla Cano,1,64,11713.0,10,False,6.0,20,Propia,12,1
IDGRD9116,Genaro Marco Antonio Téllez,7,82,33374.0,6,False,1.0,19,Alquiler,28,0
IDMRE4140,Mtro. Flavio Zambrano,2,81,27867.0,10,False,1.0,22,Alquiler,19,0
IDPTB6734,Patricia Berta Sarabia Castellanos,5,85,,5,False,6.0,21,Alquiler,18,0
IDLOO2393,Dr. Felipe Tirado,1,71,18212.0,6,True,1.0,24,Alquiler,28,0
IDDAM7898,Trinidad Armando Caldera Bétancourt,3,99,,9,False,1.0,17,Alquiler,18,0
IDOBV7832,Augusto Esmeralda Olivárez,2,78,24981.0,10,True,8.0,23,Alquiler,21,1
IDPMJ9758,Octavio María Teresa Sisneros Gracia,1,60,11409.0,10,False,,24,Propia,9,1
IDOYP5897,Ivonne Teresa Mondragón,7,62,22462.0,10,False,,20,Propia,2,0
IDMAR7542,Ing. Laura Griego,5,86,19548.0,8,False,3.0,17,Propia,2,0
IDTRE2696,Luis Miguel Jonás Ramón Pérez,1,77,20535.0,9,False,1.0,17,Propia,15,0
IDAPB5938,Rebeca Rodolfo Farías,6,89,23677.0,10,False,4.0,25,Propia,24,0
IDTXN8129,Mateo Córdova,5,61,,9,True,3.0,17,Alquiler,16,0
IDYJS6625,Julio César Amalia Ortega Vera,3,64,13212.0,10,False,1.0,20,Alquiler,28,0
IDJVX5924,Óliver Granados Valdivia,7,88,30427.0,3,False,6.0,17,Propia,14,0
IDUBG1536,Carla Aida León Rodarte,10,92,20501.0,10,True,,17,Propia,19,1
IDZGN7409,Sr(a). Karla Vela,9,79,,5,False,10.0,23,Alquiler,15,0
IDRQO8482,Jos Hidalgo Hernádez,9,89,21337.0,10,False,2.0,20,Alquiler,3,0
IDCRG3642,Sr(a). Eduardo Vallejo,9,64,12652.0,5,False,,25,Alquiler,6,0
IDJSX4965,Abigail Patricia Estévez,2,80,,8,False,7.0,17,Alquiler,6,0
IDLGI9238,Estela Cristobal Suárez,3,74,13968.0,6,True,3.0,17,Alquiler,22,0
IDMSN7159,Roberto Segovia,7,79,14794.0,6,False,2.0,29,Propia,21,0
IDWIU8826,Karla Esquibel,5,67,,5,False,1.0,27,Propia,20,0
IDQDT1482,Wilfrido Alejandro,2,90,17194.0,1,False,5.0,25,Propia,28,0
IDSAP0147,Nadia Yolanda Garay Badillo,3,71,17905.0,6,False,12.0,17,Alquiler,9,0
IDHAV5456,Carlota Carrión,10,80,,1,False,,17,Propia,11,0
IDUAJ6503,Fidel Rivero,6,89,16548.0,10,True,7.0,18,Propia,4,0
IDJDZ5433,Ángel Valdivia Chapa,7,86,13283.0,10,False,1.0,17,Propia,14,0
IDLCM3567,Natividad Tijerina,9,85,30224.0,10,False,11.0,22,Alquiler,13,0
IDMKQ2098,Adalberto Arcelia Alfaro Laureano,1,92,8300.0,7,False,2.0,22,Alquiler,15,1
IDFGB8561,Dr. Delia Bernal,7,85,25092.0,4,True,4.0,21,Alquiler,17,0
IDZJV3881,Esther Barela,8,85,27832.0,5,False,,25,Alquiler,8,0
IDKPI4411,Jacobo Arroyo,3,95,22069.0,3,False,,25,Propia,11,0
IDLQU0647,Frida Raquel Puga Olvera,4,99,20127.0,3,False,6.0,20,Propia,24,0
IDSWJ8588,Javier Rascón Villaseñor,10,60,,9,False,7.0,26,Alquiler,11,1
IDNOG7321,Lic. Paulina Toledo,6,74,32170.0,6,False,8.0,17,Alquiler,16,0
IDZGN0414,Mtro. Cristal Jaramillo,10,60,14098.0,8,False,4.0,19,Alquiler,3,1
IDJGQ0216,Alberto Bernardo de la Torre Madrigal,7,70,12572.0,8,False,3.0,25,Propia,25,0
IDLZP7977,Estefanía Monroy,4,61,27729.0,10,False,7.0,18,Alquiler,23,0
IDRIO3670,Marisol Ayala Mena,8,60,8300.0,1,False,,21,Propia,15,1
IDGXJ7993,Laura Adalberto Rodríguez Guillen,5,90,14028.0,10,False,4.0,17,Alquiler,13,0
IDUCF9623,Lic. César Saavedra,1,75,27053.0,10,False,,19,Alquiler,7,0
IDGMO9752,Georgina Amalia Burgos Dueñas,4,81,19875.0,6,False,4.0,23,Alquiler,5,0
IDDBC3983,Karina Zúñiga Fierro,3,77,8300.0,7,False,2.0,21,Propia,28,1
IDKLM8634,Wilfrido Serrano Alcaraz,9,76,15593.0,5,True,11.0,22,Alquiler,12,0
IDVLY1402,Irma Armendáriz Cervantes,8,89,24303.0,5,True,8.0,27,Propia,3,0
IDRGX5230,Hugo María Teresa Rosas Malave,1,69,44073.0,10,False,,17,Propia,30,0
IDYIV0070,Marisol Orta,6,94,32105.0,10,False,5.0,18,Alquiler,26,0
IDGKU3940,Karla Jaqueline Peralta,9,80,9527.0,10,False,,17,Propia,12,0
IDWLF3374,Celia Susana Cardona Delgado,7,75,15320.0,5,False,8.0,18,Alquiler,5,0
IDQNP5615,Sr(a). Gilberto Casillas,4,65,,10,False,3.0,19,Alquiler,19,0
IDTOT8874,Pilar Alejandra Nazario Rivero,1,62,,10,False,10.0,22,Alquiler,29,1
IDMRW2056,Jerónimo Uriel Heredia Ruiz,2,100,9967.0,10,False,6.0,26,Alquiler,19,0
IDBRO7687,Magdalena Isabel Maestas,5,80,25674.0,9,True,1.0,22,Propia,1,0
IDULT3325,Lic. Mauricio Palacios,5,72,,10,True,1.0,17,Propia,20,0
IDSSJ6763,Silvano Cuellar,8,77,24808.0,10,True,1.0,19,Alquiler,30,0
IDLAW6337,Fidel César Córdova,6,83,21909.0,10,True,,22,Alquiler,25,0
IDDJC9632,Humberto Aguilar Ozuna,8,86,13306.0,10,False,7.0,17,Propia,12,0
IDNBR1671,Gerónimo Julia Varela,2,63,20132.0,10,False,1.0,25,Propia,22,0
IDISF5160,Wendolin Miguel Alonzo,3,81,14964.0,10,True,9.0,21,Propia,22,0
